stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,notochord,paraxial_mesoderm,periderm
19hpf,0,0,2.19,0,0,0,0,0
2dpf,0,0,3.34,0.83,0.83,0,0,0.83
3dpf,5.75,0,2.3,0,6.9,0,0,0
5dpf,1.03,0,7.24,0.52,6.2,0.52,0,1.03
10dpf,6.9,0.63,3.14,0,14.43,0,1.26,0
