stage,central_nervous_system,hematopoietic_system,lateral_mesoderm,mesenchyme,periderm
24hpf,1,0,0,0,0
2dpf,10.01,0,0,0.83,0.83
3dpf,1.72,0,0.57,0,0
5dpf,6.2,1.03,0,0,2.07
10dpf,3.77,0.63,0,0,0
