stage,central_nervous_system,lateral_mesoderm,mesenchyme,notochord,periderm
2dpf,12.51,0,0,8.34,5
3dpf,2.87,0,4.6,0,1.15
5dpf,3.1,0,3.1,14.47,4.65
10dpf,1.26,0.63,4.39,0.63,5.02
