stage,central_nervous_system,hematopoietic_system,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
3dpf,5.75,0,0,2.87,0,0,0,0
5dpf,1.03,0.52,1.03,3.1,0.52,0.52,1.55,1.55
10dpf,4.39,0,0,3.77,0,0,0,0.63
