stage,central_nervous_system,intermediate_mesoderm,mesenchyme,paraxial_mesoderm,periderm
3dpf,0.57,0,4.02,0,1.15
5dpf,0,0.52,1.03,0.52,0.52
10dpf,0,0,1.26,0,0
