stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,61.94,20.65,0,0,0,0,0,0,10.32,30.97
12hpf,52.05,0,1.93,0,0,1.93,0,0,0,19.28
14hpf,321.01,0,0,0,0,53.5,0,0,0,43.47
16hpf,305.57,6.15,0,0,0,34.86,0,2.05,8.2,86.13
19hpf,400.62,0,0,4.38,0,8.76,0,0,0,54.73
24hpf,527,1,2,6,1,13,0,0,8,35
2dpf,758.18,8.34,23.35,40.04,109.26,275.25,20.85,2.5,57.55,113.43
3dpf,3624.86,10.34,8.05,18.96,8.05,168.37,2.3,0,6.32,44.25
5dpf,110.6,6.72,20.16,45.48,11.89,143.16,8.27,4.65,27.91,99.23
10dpf,894.23,15.69,21.96,37.65,2.51,71.54,2.51,0,10.04,28.24
