stage,central_nervous_system,endoderm,lateral_mesoderm,mesenchyme,notochord,paraxial_mesoderm,periderm
2dpf,1.67,0,9.17,5,0,5,0.83
3dpf,10.92,1.15,9.77,27.01,0,9.77,0.57
5dpf,0,1.03,8.79,37.73,0.52,35.14,2.07
10dpf,0.63,0,3.14,27.61,0,7.53,0.63
