stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm,periderm
24hpf,0,8,0,0,0,0,0
2dpf,1.67,16.68,0,0,0,0,0.83
3dpf,1.72,5.75,0.57,0,0,0,0.57
5dpf,0.52,47.03,1.03,1.03,0.52,0.52,4.13
10dpf,1.26,28.87,0,0.63,0,0,3.14
