stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,mesenchyme,neural_crest,periderm
19hpf,0,0,2.19,0,0,0,0
24hpf,0,0,1,0,0,0,0
2dpf,0,0,27.52,0,0.83,0,0.83
3dpf,0.57,1.15,10.34,1.15,0.57,0,6.32
5dpf,2.07,3.1,82.69,1.03,3.62,0.52,71.32
10dpf,0.63,0,24.47,0,1.26,0,16.94
