stage,central_nervous_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
24hpf,0,0,1,0,0,0,0,0
2dpf,5.84,3.34,5,11.68,0,0,1.67,2.5
3dpf,0,0,0,2.3,0,0,0.57,0
5dpf,0.52,0,0.52,4.65,1.55,0.52,0.52,1.55
10dpf,2.51,0,0,1.26,0,0,0,0
