stage,central_nervous_system,lateral_mesoderm,mesenchyme,paraxial_mesoderm,periderm
2dpf,0.83,4.17,0.83,0,0.83
3dpf,1.72,4.6,1.72,0,1.15
5dpf,0,0.52,1.55,0.52,0.52
10dpf,1.88,1.26,1.88,0,0
