stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,0,0,20.65,0,0,0,0,0,0,0
12hpf,11.57,0,11.57,0,1.93,0,0,1.93,7.71,3.86
14hpf,23.41,0,36.78,0,6.69,6.69,0,6.69,0,10.03
16hpf,100.49,0,16.41,12.3,32.81,8.2,4.1,6.15,28.71,59.47
19hpf,96.32,0,6.57,13.14,6.57,6.57,2.19,4.38,0,30.65
24hpf,201,4,87,11,43,23,20,3,126,56
2dpf,472.09,19.18,59.22,62.56,235.21,357.82,82.57,6.67,155.14,158.47
3dpf,1388.92,47.12,22.41,43.67,19.54,312.03,11.49,0,27.01,75.85
5dpf,211.38,40.31,147.81,157.63,51.68,511.14,33.59,29.98,130.76,336.46
10dpf,547.21,79.07,92.25,126.76,28.24,372.75,26.36,0.63,73.42,70.91
