stage,central_nervous_system,hematopoietic_system,lateral_mesoderm,mesenchyme,neural_crest,periderm
2dpf,0,0,0.83,2.5,0.83,0
3dpf,2.87,0,0,31.03,0,0
5dpf,0,0.52,0,24.29,0.52,1.03
10dpf,3.77,0,0,16.94,0,0.63
