stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,0,0,0,0,0,0,0,0,0,20.65
12hpf,0,0,0,0,0,0,0,0,0,15.42
14hpf,0,3.34,0,0,0,0,0,0,0,321.01
16hpf,0,0,0,0,2.05,0,0,0,0,65.63
19hpf,2.19,0,0,0,0,0,0,4.38,0,321.81
24hpf,3,0,6,0,0,0,0,0,3,76
2dpf,35.87,0,15.85,16.68,14.18,25.02,0,4.17,8.34,305.27
3dpf,120.1,10.92,9.77,13.79,8.62,97.12,0.57,0,1.15,129.3
5dpf,59.44,36.69,87.34,56.85,12.92,180.37,14.47,41.35,26.36,391.24
10dpf,68.4,35.14,109.19,43.3,13.18,61.5,1.26,0.63,5.65,139.31
