stage,central_nervous_system,endoderm,lateral_mesoderm,mesenchyme,paraxial_mesoderm
2dpf,0,0,1.67,6.67,23.35
3dpf,0,0.57,0,25.28,4.02
5dpf,0.52,0,0,11.89,3.62
10dpf,0,1.26,1.26,30.75,6.9
