stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,notochord,paraxial_mesoderm,periderm
2dpf,7.51,0,0,0.83,4.17,4.17,0,2.5
3dpf,4.6,0,0.57,0.57,2.3,0,0.57,0
5dpf,0,0.52,0,0,1.03,7.75,0,0.52
10dpf,0,0.63,0,0,1.26,1.26,0,0.63
