stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,5904.72,103.23,30.97,0,1052.94,51.61,0,175.49,2363.95,2147.17
12hpf,5133.6,136.87,26.99,134.94,1347.5,190.85,11.57,248.68,2101.25,1607.74
14hpf,3059.63,36.78,100.32,133.75,715.59,66.88,46.81,86.94,909.53,842.65
16hpf,3994.99,182.52,244.05,192.78,1209.98,287.11,112.79,180.47,1349.44,1773.96
19hpf,4910.34,28.46,63.49,74.43,612.97,102.89,63.49,61.3,253.95,1282.86
24hpf,4636,74,828,162,1116,333,98,20,580,735
2dpf,1393.74,27.52,95.08,103.43,1008.4,351.15,72.56,10.01,161.81,289.42
3dpf,1306.17,27.01,16.66,20.11,29.88,113.21,8.05,0,24.71,40.8
5dpf,224.82,6.2,133.86,38.76,131.79,207.25,16.02,9.82,101.3,143.68
10dpf,202.69,8.79,32,10.04,2.51,30.12,0.63,0,9.41,8.79
