stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,paraxial_mesoderm
2dpf,0,0.83,0,0,0,1.67
3dpf,15.52,0,0,0.57,0.57,0
5dpf,0,0,0,1.03,0,0
10dpf,8.79,0.63,0.63,0,0.63,0
