stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,278.72,10.32,0,0,41.29,0,0,10.32,30.97,82.58
12hpf,156.15,17.35,0,3.86,53.98,9.64,0,1.93,30.84,52.05
14hpf,391.23,13.38,23.41,43.47,93.63,23.41,6.69,6.69,96.97,90.28
16hpf,114.85,36.91,16.41,4.1,55.37,14.36,2.05,8.2,79.98,41.02
19hpf,232.05,6.57,0,0,26.27,6.57,0,0,17.51,24.08
24hpf,249,9,18,11,54,21,8,3,53,39
2dpf,367.83,5,22.52,57.55,186,304.44,35.87,7.51,90.08,145.13
3dpf,1706.7,14.37,23.56,28.73,51.72,576.37,18.96,0,45.97,64.36
5dpf,144.2,14.99,50.65,70.29,31.53,420.7,33.59,19.64,75.97,233.09
10dpf,670.21,20.71,85.34,62.75,25.1,428.6,20.08,0,50.2,69.03
