stage,central_nervous_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,periderm
2dpf,0,0,1.67,4.17,0
3dpf,1.15,0,0.57,6.9,0
5dpf,0.52,0.52,0,3.1,0.52
10dpf,0.63,0,0,0.63,0
