stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,mesenchyme,periderm
3dpf,1.72,0.57,0,0,0
5dpf,1.03,5.17,0,2.58,2.07
10dpf,1.88,3.77,0.63,1.88,0
