stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,175.49,0,10.32,0,20.65,0,0,0,82.58,82.58
12hpf,161.93,11.57,9.64,1.93,48.19,3.86,0,1.93,57.83,73.25
14hpf,180.57,3.34,23.41,3.34,20.06,0,0,0,26.75,70.22
16hpf,317.88,14.36,22.56,12.3,75.88,28.71,8.2,2.05,82.03,155.86
19hpf,2068.78,8.76,8.76,28.46,221.11,52.54,30.65,2.19,109.46,334.95
24hpf,123,11,32,6,36,3,2,0,5,22
2dpf,196.01,18.35,18.35,24.19,216.86,120.94,16.68,0.83,69.23,140.12
3dpf,246.52,23.56,21.26,10.34,13.79,143.66,5.17,0,9.19,32.75
5dpf,337.49,29.98,129.21,141.61,107.5,1246.07,40.31,36.18,223.79,633.63
10dpf,545.33,30.12,116.09,121.11,53.34,1093.79,37.65,2.51,185.12,114.84
