stage,central_nervous_system,endoderm,mesenchyme,neural_crest,paraxial_mesoderm,periderm
2dpf,0,0,1.67,0,0,0
3dpf,10.34,0,0,0,0,0
5dpf,0.52,0.52,4.65,0.52,0.52,1.03
10dpf,6.28,0,0,0,0,0
