stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,30.97,0,0,0,0,0,0,0,20.65,30.97
12hpf,19.28,1.93,0,1.93,9.64,1.93,0,0,36.63,21.21
14hpf,0,0,0,0,0,0,0,0,3.34,40.13
16hpf,6.15,0,2.05,0,2.05,0,0,0,10.25,4.1
19hpf,48.16,0,2.19,8.76,4.38,4.38,0,0,10.95,24.08
24hpf,68,3,17,9,21,10,8,0,53,38
2dpf,428.72,23.35,40.87,73.4,214.36,377.84,87.58,6.67,170.15,293.59
3dpf,791.29,49.99,25.28,47.7,27.01,373.52,14.37,0,35.63,163.2
5dpf,189.68,54.78,60.47,124.56,40.31,412.95,55.82,22.74,109.57,610.37
10dpf,304.35,65.26,52.09,60.87,22.59,234.7,28.87,0,43.3,103.54
