stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,periderm
14hpf,3.34,3.34,0,0,0,0
16hpf,0,2.05,0,0,0,0
2dpf,1.67,10.84,1.67,0,0.83,0.83
3dpf,3.45,2.3,0,0,0.57,0
5dpf,0.52,16.54,1.03,0.52,0.52,1.03
10dpf,3.77,60.87,0,0,0,0
