stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,mesenchyme,periderm
2dpf,0,0,0.83,0,0,0
3dpf,1.72,0,5.75,0,0.57,0.57
5dpf,0,1.03,20.16,0.52,2.58,4.65
10dpf,3.77,0,79.07,2.51,0.63,2.51
