stage,central_nervous_system,endoderm,hematopoietic_system,mesenchyme,neural_crest,paraxial_mesoderm,periderm
3dpf,1.15,0,0,0,0,0,0
5dpf,1.03,0.52,0.52,2.58,6.2,0.52,1.55
10dpf,0.63,0,0,0,1.26,0.63,0.63
