stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,mesenchyme,neural_crest,notochord,periderm
2dpf,4.17,0,0.83,0.83,0.83,0,1.67
3dpf,5.17,0,0,1.15,0.57,0,2.3
5dpf,2.07,1.03,0,1.55,0.52,0.52,3.1
10dpf,3.77,0,0,0.63,0,0,1.88
