stage,central_nervous_system,lateral_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm,periderm
24hpf,0,0,0,3,0,0
2dpf,2.5,0.83,1.67,20.02,0,0
3dpf,28.73,0,0.57,1.72,0.57,0
5dpf,1.03,0.52,0.52,1.55,0,0.52
10dpf,10.04,0,0,0.63,0.63,0
