stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,periderm
2dpf,0,0,0,0,0,0,2.5
3dpf,1.15,0,0,0,0.57,0.57,1.72
5dpf,1.03,0,0,0,0,0,24.29
10dpf,5.02,0.63,0.63,0.63,0,1.26,6.28
