stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
16hpf,0,0,0,2.05,0,0,0,0
24hpf,1,0,0,4,0,0,0,0
2dpf,3.34,0,0,6.67,0.83,0,3.34,1.67
3dpf,83.9,0,0,12.64,0,0,0,0.57
5dpf,11.37,0.52,4.65,9.3,0,0.52,0.52,3.62
10dpf,74.05,0,1.26,6.28,0,0,0,0
