stage,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,periderm
2dpf,0,1.67,0,0,0
3dpf,0,1.15,0,0,0
5dpf,0,6.2,0.52,0.52,7.24
10dpf,0.63,10.67,0,0,0.63
