stage,central_nervous_system,hematopoietic_system,mesenchyme,paraxial_mesoderm,periderm
2dpf,2.5,2.5,0,0.83,0
3dpf,0,3.45,0,0,0.57
5dpf,0,0,1.55,0,2.07
10dpf,1.26,7.53,0.63,0,0.63
