stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,1713.61,0,30.97,0,258.07,51.61,0,92.91,464.53,454.21
12hpf,3639.59,77.11,36.63,82.89,699.77,142.65,7.71,200.49,1276.17,823.15
14hpf,2996.1,20.06,117.04,123.72,571.8,227.38,63.53,53.5,545.05,745.68
16hpf,1572.98,32.81,86.13,90.24,406.06,147.66,43.07,47.17,401.96,637.8
19hpf,2070.97,17.51,24.08,26.27,153.24,83.19,37.22,24.08,78.81,282.4
24hpf,1613,23,106,38,330,115,55,6,211,180
2dpf,732.32,18.35,39.2,62.56,354.48,628.89,65.89,5.84,175.99,191
3dpf,1860.13,22.41,22.99,29.88,34.48,533.85,24.71,0,41.95,77
5dpf,190.71,18.61,53.75,73.39,40.31,392.27,39.8,21.19,92,289.94
10dpf,411.66,32,64.01,65.26,21.34,334.48,22.59,0,45.18,67.77
