stage,central_nervous_system,hematopoietic_system,lateral_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm,periderm
24hpf,0,0,0,0,0,0,1
2dpf,0.83,0,0.83,0.83,0.83,0.83,2.5
3dpf,6.32,0,0,1.15,0,0,2.3
5dpf,1.55,1.03,0.52,1.03,0.52,0,8.79
10dpf,0,0.63,0,1.26,0,0,1.26
