stage,central_nervous_system,hematopoietic_system,lateral_mesoderm,mesenchyme,paraxial_mesoderm,periderm
2dpf,1.67,4.17,0.83,1.67,0,0
3dpf,2.87,0,0,0,0,0.57
5dpf,0.52,12.4,0,0.52,0.52,0.52
10dpf,5.02,28.87,0.63,1.88,0,0
