stage,central_nervous_system,hematopoietic_system,mesenchyme,neural_crest,periderm
2dpf,0,0,0,0,87.58
3dpf,0.57,0.57,0,0,5.75
5dpf,1.03,0,1.55,0.52,69.26
10dpf,0,0.63,0,0,19.45
