stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,paraxial_mesoderm,periderm
2dpf,5.84,0,0.83,0,0.83,0,4.17,1.67
3dpf,22.99,0,0.57,0,0,2.3,0,0.57
5dpf,5.17,0,0,0.52,0.52,2.58,14.47,1.03
10dpf,9.41,2.51,1.26,0.63,5.02,3.77,5.02,0.63
