stage,central_nervous_system,endoderm,intermediate_mesoderm,mesenchyme,paraxial_mesoderm
3dpf,8.62,0,0,0.57,0
5dpf,0.52,0.52,0.52,1.55,0.52
10dpf,2.51,1.26,0,0,0
