stage,hematopoietic_system,lateral_mesoderm,mesenchyme,paraxial_mesoderm,periderm
2dpf,0,0.83,1.67,0,0
5dpf,3.1,0,1.03,0.52,0.52
10dpf,1.26,0,2.51,0,0
