stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,paraxial_mesoderm,periderm
24hpf,1,0,0,0,0,0,0
2dpf,1.67,0,0,0.83,0.83,0,0
3dpf,59.19,0,0,0,3.45,0,0
5dpf,3.1,0,0.52,0.52,7.24,0.52,0.52
10dpf,52.71,1.26,0,0,7.53,0.63,0
