stage,central_nervous_system,intermediate_mesoderm,mesenchyme,paraxial_mesoderm
19hpf,2.19,0,0,0
24hpf,1,0,0,0
2dpf,20.02,0.83,0,0
3dpf,3.45,1.15,0,0.57
5dpf,10.34,1.03,0.52,0
10dpf,3.77,1.26,0,0
