stage,central_nervous_system,endoderm,hematopoietic_system,lateral_mesoderm,mesenchyme,paraxial_mesoderm,periderm
2dpf,0,0,0,0,0.83,0,0
3dpf,2.3,0,0,2.3,12.64,4.6,0
5dpf,0,0.52,0,0,3.62,8.79,4.13
10dpf,1.26,0,1.26,1.88,14.43,9.41,0
