stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
24hpf,0,0,0,0,0,0,0,0,2
2dpf,3.34,0,0,0,0.83,0,0,0.83,47.54
3dpf,3.45,1.15,0,0.57,5.75,0,0,0,5.17
5dpf,2.58,2.07,0.52,1.55,2.07,0.52,1.03,1.55,36.18
10dpf,1.26,4.39,0.63,0,0,0,0,0,8.16
