stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
16hpf,0,0,0,0,0,0,0,0,2.05
2dpf,10.84,0,0.83,4.17,5,0.83,0,3.34,0
3dpf,144.81,0.57,0,2.3,18.96,2.3,0,0,0.57
5dpf,17.06,0.52,2.07,2.07,17.06,1.55,0.52,2.07,4.65
10dpf,72.79,0.63,3.14,3.14,16.94,0,0,0,0
