stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,mesenchyme,periderm
3dpf,0,0,0,0,0.57,0
5dpf,1.55,0,0.52,0,2.07,1.03
10dpf,5.65,0.63,0,2.51,1.26,0
