stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,paraxial_mesoderm,periderm
2dpf,0,0.83,0,0,0.83,0,0.83
3dpf,1.72,2.3,0.57,0,0.57,0,0
5dpf,0.52,13.95,1.03,0,1.55,0,2.07
10dpf,0.63,20.71,0,1.88,1.26,0.63,0
