stage,central_nervous_system,endoderm,hematopoietic_system,lateral_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm,periderm
24hpf,0,0,3,0,0,0,0,0
2dpf,2.5,0,6.67,2.5,0.83,3.34,0,1.67
3dpf,10.34,0,3.45,0,0.57,0,0,0
5dpf,1.03,0,13.95,1.55,2.07,5.69,0.52,0
10dpf,18.83,0.63,6.28,0,1.26,3.14,0,0
