stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,periderm
2dpf,0,0,0,1.67,0,0.83,0
3dpf,70.68,0,0,0.57,0,2.87,0
5dpf,2.58,0.52,0.52,0,0.52,1.03,0.52
10dpf,20.08,0.63,0,0,0,2.51,1.26
