stage,central_nervous_system,endoderm,lateral_mesoderm,mesenchyme,paraxial_mesoderm,periderm
2dpf,1.67,0,0.83,3.34,0,0
3dpf,12.64,0,2.3,25.86,0,0
5dpf,2.07,0.52,5.17,7.75,1.03,3.1
10dpf,25.73,0,3.77,10.67,0.63,3.77
