stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
2dpf,0,0,0,0,0,0,0,0,0.83
3dpf,4.6,0,0,0.57,1.72,0,0,0,1.15
5dpf,0.52,0,1.03,0.52,5.17,0.52,0.52,0,5.69
10dpf,11.3,1.26,7.53,1.26,3.14,1.26,0,2.51,0.63
