stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,paraxial_mesoderm
2dpf,5,0,0,1.67,6.67,1.67
3dpf,8.62,0,1.15,0,0,0.57
5dpf,0,0.52,0.52,0,0.52,0.52
10dpf,3.14,0,0,0,0.63,0.63
