stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,6,5,0,3,1,20,1,0,12
72hpf,0,0,0,0,0,1.69,0,0.28,3.1
21Day,0.37,0,0.37,0,0.37,2.22,0,0,1.11
3Month,0.73,2.39,5.62,0.94,0.1,0,0,0.1,1.35
22Month,0.41,9.43,1.37,1.64,0,0,0.68,0,0.96
