stage,Epithelial,Germ,Immune,Neuron,Secretory,Stromal
72hpf,0.28,0,0,1.13,0,0.28
21Day,0,0,0,1.11,0,0.37
3Month,0.1,0.73,0.1,0,0,0
22Month,0.27,0.41,0,0,0.14,0.14
