stage,Epithelial,Germ,Immune,Neuron,Other,Secretory,Stromal
24hpf,0,0,0,0,0,0,1
72hpf,0.56,0,0,7.05,0.28,0,0.28
21Day,1.11,0.37,0,4.07,0,0.37,0.37
3Month,0.62,0.21,0.1,0.1,0,0,0
22Month,0.41,0,0.27,0.14,0,0,0
