stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,1,0,0,1,8,0,2
72hpf,0.28,0,0,0,0,5.92,0.28,1.41
21Day,0.37,0,0,1.11,0.37,2.22,0.37,0
3Month,0.42,0.83,0.31,0.1,0.1,0.1,0.1,0.31
22Month,1.09,2.87,0.41,0.41,0,0.14,0.68,0.27
