stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Stromal
24hpf,0,0,0,0,9,3,0
72hpf,1.13,0,0,0,1.69,0.28,1.13
21Day,1.85,0.74,0,0.74,4.07,0.37,2.59
3Month,0.1,0,0.1,0,0,0,0
22Month,0.27,0,0,0.27,0,0.14,0
