stage,Epithelial,Germ,Immune,Muscle,Neuron,Secretory
24hpf,0,0,1,1,1,0
72hpf,0,0,0.85,0.56,10.99,0
21Day,0.37,0.37,0.37,0.74,2.22,0
3Month,3.74,30.79,2.18,0,0.1,0.21
22Month,1.64,1.78,0.41,0,0,0
