stage,Epithelial,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,1,0,0,0,17,0,3
72hpf,0.56,0,0,0.28,5.92,0,1.41
21Day,1.85,0,1.11,1.85,1.11,0,1.85
3Month,1.04,0.21,0.42,0,0.1,0.1,0
22Month,0.82,0,0,0,0,0,0
