stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Stromal
24hpf,0,8,0,0,0,0,0
72hpf,0.28,0.28,0,0,0,0,0
21Day,0.74,1.85,0,0,0,5.92,0.37
3Month,9.15,2.29,1.14,0.83,0.21,5.93,0.31
22Month,5.47,2.73,0.82,0.55,0,6.56,0
