stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Stromal
24hpf,0,1,0,0,0,1,0,0
72hpf,0,37.49,0.28,0,0,0.56,3.38,0.85
21Day,0,21.09,0,0,0.37,0.37,0.74,0.74
3Month,0,5.72,0,0.21,0,0,0,0.1
22Month,0.14,21.86,0,0,0.55,0,0.41,0
