stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,1,0,0,1,0,2,0,0
72hpf,6.48,0,0,0.28,0,1.97,0,0
21Day,3.33,0,0,0,0,0.37,0.74,0
3Month,29.33,0.21,0.73,2.5,0.31,0.1,0.31,0.31
22Month,1.37,0.14,0,0.14,0,0.14,0,0
