stage,Epithelial,Erythroid,Immune,Muscle,Neuron,Secretory,Stromal
72hpf,0.28,0,0,0,0.28,0.28,0.28
21Day,9.62,4.07,3.7,1.48,13.32,5.55,6.29
3Month,0.62,0,0.21,0,0,0.52,0.1
22Month,0.41,0,0,0,0,0,0.14
