stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Stromal
24hpf,0,0,0,1,0,1,1,0
21Day,0.74,0.74,0,7.03,0.37,0.74,0,0
3Month,0.62,0,0.31,0.94,0,0.1,0,0
22Month,1.78,0,0,1.64,0.14,0,0,0.14
